JoinKey,,SuspiciousPairCount
172.23.46.243_10.32.1.203,0,93
172.23.46.244_10.32.0.204,0,76
172.23.46.246_10.32.1.206,0,99
172.23.46.248_10.32.1.201,0,71
172.23.46.90_10.32.0.205,0,88
172.23.46.92_10.32.0.100,0,1216
172.23.46.95_10.32.0.206,0,102
172.23.46.97_10.32.1.206,0,67
172.23.47.140_10.32.1.203,0,75
172.23.47.144_10.32.0.100,0,1337
172.23.47.144_10.32.0.205,0,104
172.23.47.145_10.32.0.202,0,85
172.23.47.145_10.32.1.206,0,73
172.23.47.161_10.32.0.202,0,87
172.23.47.162_10.32.1.203,0,98
172.23.47.165_10.32.1.206,0,97
172.23.47.166_10.32.1.204,0,107
172.23.47.167_10.32.1.206,0,89
172.23.47.168_10.32.0.202,0,89
172.23.47.169_10.32.0.209,0,75
172.23.47.31_10.32.0.206,0,110
172.23.47.31_10.32.0.209,0,83
172.23.47.32_10.32.0.205,0,77
172.23.47.33_10.32.1.202,0,80
172.23.47.35_10.32.1.203,0,116
172.23.47.36_10.32.0.201,0,87
172.23.47.38_10.32.0.206,0,84
172.23.47.39_10.32.0.202,0,93
172.23.47.39_10.32.0.206,0,92
172.23.5.142_10.32.1.206,0,40
172.23.5.143_10.32.0.202,0,31
172.23.5.143_10.32.0.206,0,46
172.23.5.149_10.32.0.201,0,53
172.23.5.14_10.32.0.204,0,55
172.23.5.14_10.32.1.204,0,42
172.23.5.17_10.32.0.204,0,53
172.23.5.224_10.32.1.203,0,32
172.23.5.225_10.32.0.204,0,46
172.23.5.228_10.32.1.206,0,69
172.23.5.229_10.32.0.209,0,56
172.23.6.20_10.32.1.204,0,65
172.23.6.240_10.32.0.100,0,1218
172.23.6.248_10.32.0.201,0,76
172.23.6.249_10.32.0.206,0,69
172.23.6.26_10.32.1.204,0,59
172.23.6.28_10.32.1.202,0,74
172.23.6.41_10.32.0.205,0,81
172.23.6.42_10.32.1.202,0,57
172.23.6.44_10.32.0.201,0,68
172.23.6.46_10.32.0.205,0,83
172.23.7.11_10.32.0.204,0,79
172.23.7.11_10.32.1.206,0,81
172.23.7.14_10.32.0.204,0,49
172.23.7.155_10.32.0.202,0,97
172.23.7.15_10.32.1.202,0,92
172.23.7.16_10.32.0.202,0,88
172.23.7.16_10.32.1.204,0,76
172.23.7.17_10.32.0.206,0,69
172.23.7.83_10.32.1.204,0,75
172.23.7.85_10.32.1.203,0,113
172.23.7.87_10.32.0.201,0,79
172.23.7.87_10.32.1.202,0,88
172.23.7.87_10.32.1.206,0,74
172.23.73.103_10.32.0.202,0,37
172.23.73.104_10.32.1.205,0,30
172.23.73.105_10.32.1.203,0,27
172.23.73.109_10.32.0.201,0,34
172.23.73.109_10.32.1.202,0,44
172.23.73.192_10.32.1.203,0,28
172.23.73.193_10.32.1.206,0,19
172.23.73.50_10.32.1.206,0,21
172.23.73.54_10.32.0.202,0,28
172.23.73.54_10.32.0.204,0,33
172.23.73.58_10.32.0.201,0,43
172.23.73.58_10.32.0.204,0,30
172.23.73.70_10.32.0.203,0,48
172.23.73.70_10.32.0.209,0,35
172.23.73.71_10.32.0.208,0,26
172.23.73.72_10.32.0.206,0,33
172.23.73.73_10.32.0.100,0,2439
172.23.73.75_10.32.0.201,0,31
172.23.73.77_10.32.0.209,0,31
172.23.74.140_10.32.0.100,0,2448
172.23.74.140_10.32.0.201,0,26
172.23.74.140_10.32.0.205,0,24
172.23.74.142_10.32.1.202,0,38
172.23.74.144_10.32.1.204,0,15
172.23.74.147_10.32.0.206,0,40
172.23.74.149_10.32.1.202,0,18
172.23.74.207_10.32.0.202,0,17
172.23.74.207_10.32.0.208,0,39
172.23.74.90_10.32.0.210,0,25
172.23.74.91_10.32.0.203,0,27
172.23.74.92_10.32.1.204,0,18
172.23.74.94_10.32.0.207,0,35
172.23.74.95_10.32.0.210,0,22
172.23.74.96_10.32.1.206,0,30
172.23.74.99_10.32.0.206,0,42
172.23.75.131_10.32.0.210,0,17
172.23.75.132_10.32.0.201,0,34
172.23.75.135_10.32.0.208,0,23
172.23.75.135_10.32.1.201,0,40
172.23.75.135_10.32.1.204,0,31
172.23.75.186_10.32.0.201,0,38
172.23.75.187_10.32.0.202,0,38
172.23.75.222_10.32.1.204,0,27
172.23.75.225_10.32.1.205,0,20
172.23.75.41_10.32.0.206,0,37
172.23.75.45_10.32.0.100,0,2438
172.23.75.47_10.32.0.208,0,41
172.23.75.49_10.32.0.208,0,19
172.23.76.130_10.32.0.205,0,93
172.23.76.130_10.32.1.206,0,69
172.23.76.131_10.32.0.201,0,74
172.23.76.132_10.32.0.209,0,73
172.23.76.135_10.32.0.207,0,62
172.23.76.135_10.32.0.208,0,58
172.23.76.136_10.32.0.201,0,68
172.23.76.136_10.32.1.203,0,61
172.23.76.139_10.32.0.202,0,61
172.23.76.139_10.32.0.210,0,71
172.23.76.139_10.32.1.201,0,103
172.23.76.139_10.32.1.206,0,50
172.23.76.221_10.32.0.206,0,58
172.23.76.222_10.32.0.210,0,68
172.23.76.228_10.32.0.201,0,63
172.23.76.228_10.32.0.206,0,62
172.23.76.229_10.32.1.201,0,50
172.23.76.45_10.32.0.204,0,50
172.23.76.90_10.32.0.203,0,58
172.23.76.90_10.32.0.207,0,58
172.23.76.95_10.32.0.201,0,57
172.23.76.96_10.32.0.209,0,71
172.23.76.97_10.32.0.100,0,4767
172.23.76.97_10.32.0.206,0,57
172.23.76.97_10.32.1.202,0,49
172.23.76.99_10.32.1.203,0,61
172.23.77.10_10.32.0.201,0,66
172.23.77.11_10.32.0.208,0,58
172.23.77.11_10.32.1.204,0,63
172.23.77.13_10.32.1.204,0,46
172.23.77.14_10.32.0.206,0,71
172.23.77.15_10.32.0.210,0,64
172.23.77.161_10.32.1.202,0,64
172.23.77.162_10.32.0.207,0,69
172.23.77.162_10.32.0.209,0,62
172.23.77.164_10.32.0.204,0,69
172.23.77.164_10.32.1.206,0,69
172.23.77.165_10.32.0.204,0,60
172.23.77.165_10.32.1.201,0,46
172.23.77.63_10.32.0.208,0,61
172.23.77.65_10.32.0.202,0,69
172.23.77.67_10.32.0.209,0,47
172.23.77.69_10.32.0.100,0,4777
172.23.78.122_10.32.0.100,0,4656
172.23.78.122_10.32.0.203,0,56
172.23.78.122_10.32.0.210,0,37
172.23.78.122_10.32.1.206,0,41
172.23.78.136_10.32.1.201,0,43
172.23.78.138_10.32.0.207,0,42
172.23.78.142_10.32.0.205,0,38
172.23.78.144_10.32.0.204,0,42
172.23.78.146_10.32.0.203,0,37
172.23.78.149_10.32.0.208,0,25
172.23.78.215_10.32.1.205,0,55
172.23.78.230_10.32.0.203,0,52
172.23.78.230_10.32.0.204,0,36
172.23.78.234_10.32.1.206,0,49
172.23.78.236_10.32.0.204,0,31
172.23.78.236_10.32.1.206,0,48
172.23.78.94_10.32.0.210,0,30
172.23.78.97_10.32.0.202,0,29
172.23.79.131_10.32.1.205,0,50
172.23.79.132_10.32.1.204,0,43
172.23.79.132_10.32.1.205,0,20
172.23.79.133_10.32.0.205,0,49
172.23.79.134_10.32.0.202,0,27
172.23.79.134_10.32.0.206,0,28
172.23.79.138_10.32.0.209,0,45
172.23.79.240_10.32.1.206,0,37
172.23.79.241_10.32.0.206,0,37
172.23.79.242_10.32.0.202,0,59
172.23.79.243_10.32.0.201,0,47
172.23.79.244_10.32.0.204,0,41
172.23.79.244_10.32.0.205,0,39
172.23.79.245_10.32.0.207,0,47
172.23.79.245_10.32.1.205,0,47
172.23.79.246_10.32.1.204,0,40
172.23.79.247_10.32.0.208,0,42
172.23.79.248_10.32.0.210,0,36
172.23.79.248_10.32.1.206,0,45
172.23.79.249_10.32.0.205,0,37
172.23.79.249_10.32.0.210,0,53
172.23.79.30_10.32.0.205,0,41
172.23.79.31_10.32.0.201,0,32
172.23.79.31_10.32.0.208,0,45
172.23.79.32_10.32.0.208,0,29
172.23.79.34_10.32.0.203,0,43
172.23.79.37_10.32.0.209,0,24
172.23.79.39_10.32.0.208,0,34
172.23.8.100_10.32.0.201,0,80
172.23.8.105_10.32.0.100,0,1217
172.23.8.105_10.32.1.202,0,71
172.23.8.106_10.32.1.206,0,68
172.23.8.108_10.32.0.201,0,59
172.23.8.109_10.32.0.202,0,82
172.23.8.170_10.32.1.202,0,94
172.23.8.172_10.32.0.206,0,75
172.23.8.176_10.32.0.100,0,1270
172.23.8.177_10.32.0.202,0,65
172.23.8.178_10.32.0.202,0,94
172.23.8.193_10.32.0.209,0,71
172.23.8.193_10.32.1.201,0,81
172.23.8.194_10.32.0.204,0,86
172.23.8.194_10.32.0.209,0,63
172.23.80.100_10.32.1.201,0,52
172.23.80.100_10.32.1.205,0,52
172.23.80.101_10.32.0.204,0,34
172.23.80.101_10.32.0.209,0,28
172.23.80.102_10.32.0.207,0,43
172.23.80.103_10.32.0.209,0,47
172.23.80.106_10.32.1.203,0,37
172.23.80.107_10.32.0.206,0,42
172.23.80.107_10.32.1.204,0,39
172.23.80.108_10.32.1.201,0,42
172.23.80.161_10.32.1.204,0,46
172.23.80.161_10.32.1.206,0,50
172.23.80.195_10.32.0.206,0,40
172.23.80.196_10.32.0.203,0,42
172.23.80.49_10.32.1.205,0,42
172.23.80.91_10.32.0.210,0,31
172.23.80.91_10.32.1.201,0,26
172.23.80.92_10.32.0.203,0,48
172.23.80.92_10.32.0.204,0,53
172.23.80.95_10.32.0.100,0,4684
172.23.80.97_10.32.0.208,0,45
172.23.80.98_10.32.0.100,0,4653
172.23.80.98_10.32.0.203,0,50
172.23.81.170_10.32.1.204,0,39
172.23.81.171_10.32.0.207,0,48
172.23.81.171_10.32.1.203,0,32
172.23.81.173_10.32.1.201,0,49
172.23.81.175_10.32.0.210,0,51
172.23.81.176_10.32.0.202,0,35
172.23.81.176_10.32.0.207,0,35
172.23.81.177_10.32.0.202,0,57
172.23.81.177_10.32.1.201,0,33
172.23.81.178_10.32.0.100,0,4670
172.23.81.178_10.32.0.202,0,35
172.23.81.178_10.32.0.205,0,33
172.23.81.2_10.32.0.206,0,37
172.23.81.2_10.32.1.203,0,53
172.23.81.4_10.32.0.203,0,31
172.23.81.6_10.32.0.206,0,37
172.23.81.7_10.32.1.206,0,55
172.23.81.8_10.32.0.205,0,43
172.23.81.8_10.32.0.207,0,48
172.23.81.9_10.32.0.206,0,58
172.23.81.9_10.32.1.206,0,47
172.23.82.129_10.32.0.204,0,45
172.23.82.129_10.32.0.206,0,41
172.23.82.133_10.32.0.210,0,42
172.23.82.134_10.32.1.201,0,45
172.23.82.136_10.32.0.204,0,53
172.23.82.137_10.32.0.203,0,47
172.23.82.138_10.32.1.203,0,52
172.23.82.20_10.32.0.205,0,43
172.23.82.230_10.32.0.100,0,4650
172.23.82.230_10.32.0.201,0,37
172.23.82.231_10.32.0.208,0,38
172.23.82.231_10.32.1.202,0,51
172.23.82.233_10.32.0.208,0,57
172.23.82.234_10.32.0.204,0,34
172.23.82.235_10.32.1.205,0,49
172.23.82.236_10.32.0.202,0,42
172.23.82.236_10.32.0.204,0,35
172.23.82.238_10.32.0.205,0,51
172.23.82.26_10.32.0.210,0,55
172.23.82.27_10.32.0.205,0,47
172.23.83.192_10.32.0.206,0,39
172.23.83.194_10.32.1.205,0,41
172.23.83.196_10.32.1.201,0,36
172.23.83.198_10.32.0.204,0,35
172.23.83.210_10.32.1.204,0,40
172.23.83.211_10.32.0.207,0,42
172.23.83.214_10.32.0.203,0,37
172.23.83.214_10.32.0.206,0,42
172.23.83.214_10.32.1.203,0,41
172.23.83.215_10.32.0.201,0,36
172.23.83.215_10.32.0.204,0,41
172.23.83.217_10.32.0.207,0,31
172.23.83.218_10.32.0.205,0,34
172.23.83.30_10.32.1.202,0,40
172.23.83.32_10.32.1.205,0,39
172.23.83.34_10.32.0.204,0,34
172.23.83.34_10.32.0.206,0,41
172.23.83.34_10.32.1.205,0,35
172.23.83.37_10.32.0.100,0,4679
172.23.83.37_10.32.1.206,0,24
172.23.84.10_10.32.0.204,0,40
172.23.84.10_10.32.0.205,0,41
172.23.84.121_10.32.0.100,0,4654
172.23.84.121_10.32.1.201,0,58
172.23.84.122_10.32.0.207,0,31
172.23.84.129_10.32.0.202,0,25
172.23.84.129_10.32.0.209,0,34
172.23.84.129_10.32.1.202,0,55
172.23.84.15_10.32.0.205,0,32
172.23.84.16_10.32.1.203,0,34
172.23.84.19_10.32.0.210,0,36
172.23.84.19_10.32.1.202,0,30
172.23.84.251_10.32.0.203,0,19
172.23.84.254_10.32.0.207,0,38
172.23.84.255_10.32.0.203,0,37
172.23.84.83_10.32.0.207,0,31
172.23.84.83_10.32.0.210,0,26
172.23.84.89_10.32.1.201,0,35
172.23.85.0_10.32.0.207,0,44
172.23.85.121_10.32.0.203,0,62
172.23.85.125_10.32.0.207,0,54
172.23.85.170_10.32.0.201,0,50
172.23.85.171_10.32.0.202,0,63
172.23.85.171_10.32.1.206,0,30
172.23.85.1_10.32.0.207,0,58
172.23.85.1_10.32.1.205,0,38
172.23.85.212_10.32.0.201,0,49
172.23.85.245_10.32.0.201,0,36
172.23.85.4_10.32.0.208,0,31
172.23.85.5_10.32.0.208,0,30
172.23.85.68_10.32.0.202,0,55
172.23.85.6_10.32.0.207,0,38
172.23.85.8_10.32.0.202,0,37
172.23.85.9_10.32.1.205,0,40
172.23.86.210_10.32.0.204,0,33
172.23.86.211_10.32.1.204,0,61
172.23.86.214_10.32.0.203,0,34
172.23.86.215_10.32.0.204,0,34
172.23.86.215_10.32.0.209,0,39
172.23.86.215_10.32.1.206,0,40
172.23.86.216_10.32.0.210,0,50
172.23.86.217_10.32.0.202,0,47
172.23.86.218_10.32.0.203,0,38
172.23.86.219_10.32.0.208,0,55
172.23.86.32_10.32.0.202,0,44
172.23.86.36_10.32.0.209,0,46
172.23.86.36_10.32.1.204,0,35
172.23.86.37_10.32.0.205,0,46
172.23.86.37_10.32.1.205,0,30
172.23.86.38_10.32.0.203,0,34
172.23.86.81_10.32.1.203,0,22
172.23.86.81_10.32.1.204,0,29
172.23.86.83_10.32.0.206,0,28
172.23.86.83_10.32.0.210,0,39
172.23.86.85_10.32.0.203,0,29
172.23.86.89_10.32.0.202,0,32
172.23.87.0_10.32.1.201,0,39
172.23.87.151_10.32.0.206,0,41
172.23.87.151_10.32.0.207,0,43
172.23.87.152_10.32.0.202,0,34
172.23.87.156_10.32.0.206,0,48
172.23.87.158_10.32.0.209,0,36
172.23.87.250_10.32.0.207,0,22
172.23.87.250_10.32.1.203,0,38
172.23.87.251_10.32.1.206,0,61
172.23.87.3_10.32.0.201,0,23
172.23.87.3_10.32.1.205,0,45
172.23.87.44_10.32.0.204,0,38
172.23.87.45_10.32.0.202,0,31
172.23.87.45_10.32.0.203,0,25
172.23.87.47_10.32.0.207,0,38
172.23.87.47_10.32.1.204,0,44
172.23.87.48_10.32.0.201,0,36
172.23.87.49_10.32.1.202,0,43
172.23.87.88_10.32.0.202,0,50
172.23.88.100_10.32.0.201,0,31
172.23.88.100_10.32.1.204,0,32
172.23.88.101_10.32.1.202,0,33
172.23.88.101_10.32.1.203,0,29
172.23.88.101_10.32.1.205,0,36
172.23.88.102_10.32.1.204,0,39
172.23.88.103_10.32.0.203,0,40
172.23.88.108_10.32.0.210,0,52
172.23.88.109_10.32.0.205,0,36
172.23.88.10_10.32.1.201,0,39
172.23.88.11_10.32.0.202,0,36
172.23.88.11_10.32.0.203,0,42
172.23.88.15_10.32.0.206,0,44
172.23.88.17_10.32.0.204,0,39
172.23.88.17_10.32.1.206,0,28
172.23.88.199_10.32.0.203,0,55
172.23.88.199_10.32.0.206,0,39
172.23.88.199_10.32.1.202,0,44
172.23.88.80_10.32.0.209,0,43
172.23.88.80_10.32.1.202,0,47
172.23.88.81_10.32.0.210,0,45
172.23.88.82_10.32.1.204,0,46
172.23.88.84_10.32.1.205,0,37
172.23.88.85_10.32.1.204,0,49
172.23.88.87_10.32.1.205,0,33
172.23.88.88_10.32.1.206,0,46
172.23.89.173_10.32.0.202,0,40
172.23.89.174_10.32.0.208,0,33
172.23.89.174_10.32.1.204,0,41
172.23.89.175_10.32.0.207,0,36
172.23.89.175_10.32.1.204,0,41
172.23.89.179_10.32.0.206,0,30
172.23.89.210_10.32.0.202,0,54
172.23.89.210_10.32.1.202,0,43
172.23.89.213_10.32.0.206,0,46
172.23.89.46_10.32.1.204,0,46
172.23.89.48_10.32.1.206,0,46
172.23.89.49_10.32.0.201,0,30
172.23.89.71_10.32.0.100,0,4677
172.23.89.73_10.32.0.205,0,40
172.23.89.74_10.32.0.207,0,49
172.23.89.76_10.32.1.205,0,42
172.23.89.78_10.32.0.202,0,34
172.23.9.152_10.32.0.206,0,81
172.23.9.158_10.32.0.204,0,81
172.23.9.159_10.32.0.209,0,85
172.23.9.159_10.32.1.202,0,87
172.23.9.210_10.32.0.209,0,75
172.23.9.212_10.32.1.202,0,89
172.23.9.70_10.32.0.206,0,94
172.23.9.74_10.32.1.202,0,50
172.23.90.0_10.32.0.207,0,39
172.23.90.140_10.32.0.202,0,41
172.23.90.141_10.32.0.210,0,58
172.23.90.143_10.32.0.202,0,46
172.23.90.143_10.32.1.202,0,31
172.23.90.145_10.32.0.100,0,4684
172.23.90.145_10.32.0.201,0,42
172.23.90.146_10.32.0.206,0,36
172.23.90.147_10.32.1.203,0,49
172.23.90.148_10.32.0.209,0,28
172.23.90.148_10.32.1.204,0,46
172.23.90.1_10.32.0.100,0,4678
172.23.90.4_10.32.0.204,0,45
172.23.90.61_10.32.0.209,0,56
172.23.90.62_10.32.0.100,0,4674
172.23.90.62_10.32.0.209,0,34
172.23.90.63_10.32.0.202,0,31
172.23.90.65_10.32.0.205,0,37
172.23.90.66_10.32.0.207,0,43
172.23.90.67_10.32.1.201,0,62
172.23.90.68_10.32.0.208,0,45
172.23.90.6_10.32.0.100,0,4690
172.23.90.7_10.32.0.203,0,36
172.23.91.0_10.32.0.100,0,4649
172.23.91.190_10.32.0.205,0,33
172.23.91.191_10.32.0.205,0,26
172.23.91.1_10.32.0.210,0,41
172.23.91.200_10.32.0.207,0,45
172.23.91.200_10.32.0.209,0,42
172.23.91.204_10.32.0.206,0,31
172.23.91.206_10.32.0.207,0,47
172.23.91.208_10.32.0.209,0,31
172.23.91.41_10.32.0.205,0,26
172.23.91.41_10.32.1.204,0,48
172.23.91.41_10.32.1.205,0,39
172.23.91.42_10.32.0.204,0,22
172.23.91.43_10.32.1.202,0,43
172.23.91.45_10.32.0.206,0,52
172.23.91.47_10.32.0.203,0,35
172.23.91.4_10.32.0.209,0,60
172.23.91.4_10.32.0.210,0,43
172.23.91.5_10.32.0.210,0,42
172.23.92.0_10.32.0.210,0,27
172.23.92.0_10.32.1.204,0,40
172.23.92.160_10.32.0.206,0,20
172.23.92.161_10.32.0.201,0,18
172.23.92.162_10.32.0.207,0,16
172.23.92.163_10.32.0.202,0,18
172.23.92.164_10.32.0.100,0,2358
172.23.92.164_10.32.0.204,0,37
172.23.92.165_10.32.0.203,0,37
172.23.92.166_10.32.1.201,0,18
172.23.92.168_10.32.0.209,0,16
172.23.92.1_10.32.0.204,0,23
172.23.92.41_10.32.0.204,0,20
172.23.92.42_10.32.0.209,0,14
172.23.92.44_10.32.1.202,0,27
172.23.92.45_10.32.0.206,0,20
172.23.92.45_10.32.0.208,0,18
172.23.92.47_10.32.0.202,0,24
172.23.92.49_10.32.1.204,0,16
172.23.92.6_10.32.0.201,0,22
172.23.92.7_10.32.0.203,0,16
172.23.93.0_10.32.0.205,0,32
172.23.93.135_10.32.0.205,0,44
172.23.93.138_10.32.0.100,0,4704
172.23.93.138_10.32.0.202,0,42
172.23.93.139_10.32.1.201,0,29
172.23.93.240_10.32.0.203,0,47
172.23.93.240_10.32.1.204,0,34
172.23.93.241_10.32.1.202,0,30
172.23.93.242_10.32.1.201,0,34
172.23.93.244_10.32.0.100,0,4671
172.23.93.245_10.32.0.202,0,39
172.23.93.246_10.32.0.208,0,35
172.23.93.246_10.32.1.204,0,51
172.23.93.247_10.32.1.206,0,42
172.23.93.249_10.32.0.208,0,34
172.23.93.2_10.32.1.202,0,26
172.23.93.2_10.32.1.206,0,35
172.23.93.62_10.32.0.201,0,35
172.23.93.63_10.32.0.202,0,34
172.23.93.63_10.32.0.206,0,29
172.23.93.63_10.32.1.202,0,50
172.23.93.65_10.32.1.206,0,34
172.23.93.66_10.32.1.203,0,52
172.23.93.69_10.32.0.100,0,4697
172.23.93.7_10.32.1.201,0,39
172.23.93.7_10.32.1.205,0,42
172.23.94.110_10.32.0.100,0,4661
172.23.94.110_10.32.1.201,0,33
172.23.94.112_10.32.0.209,0,34
172.23.94.113_10.32.0.204,0,38
172.23.94.114_10.32.0.206,0,46
172.23.94.119_10.32.0.202,0,50
172.23.94.180_10.32.0.204,0,37
172.23.94.180_10.32.0.208,0,29
172.23.94.180_10.32.0.209,0,34
172.23.94.182_10.32.0.201,0,40
172.23.94.185_10.32.0.205,0,41
172.23.94.187_10.32.1.202,0,46
172.23.94.189_10.32.0.201,0,28
172.23.94.62_10.32.0.210,0,43
172.23.94.65_10.32.0.205,0,51
172.23.94.66_10.32.0.207,0,48
172.23.95.141_10.32.1.206,0,52
172.23.95.143_10.32.0.204,0,32
172.23.95.143_10.32.1.206,0,39
172.23.95.145_10.32.0.202,0,44
172.23.95.220_10.32.1.206,0,46
172.23.95.222_10.32.1.201,0,23
172.23.95.223_10.32.0.201,0,29
172.23.95.224_10.32.1.203,0,39
172.23.95.226_10.32.0.204,0,28
172.23.95.226_10.32.1.204,0,43
172.23.95.229_10.32.0.100,0,4654
172.23.95.229_10.32.0.209,0,44
172.23.95.41_10.32.0.203,0,45
172.23.95.41_10.32.0.207,0,30
172.23.95.44_10.32.0.207,0,36
172.23.95.45_10.32.0.203,0,23
172.23.95.45_10.32.0.208,0,32
172.23.96.160_10.32.1.205,0,45
172.23.96.161_10.32.1.201,0,45
172.23.96.161_10.32.1.202,0,44
172.23.96.163_10.32.0.209,0,43
172.23.96.164_10.32.0.202,0,36
172.23.96.165_10.32.0.201,0,29
172.23.96.166_10.32.1.204,0,38
172.23.96.167_10.32.0.203,0,44
172.23.96.168_10.32.0.210,0,49
172.23.96.200_10.32.1.203,0,51
172.23.96.204_10.32.0.205,0,39
172.23.96.204_10.32.0.208,0,42
172.23.96.205_10.32.0.100,0,4680
172.23.96.205_10.32.0.204,0,51
172.23.96.205_10.32.1.206,0,29
172.23.96.206_10.32.0.205,0,38
172.23.96.208_10.32.0.210,0,33
172.23.96.209_10.32.0.205,0,35
172.23.96.20_10.32.0.205,0,32
172.23.96.23_10.32.0.205,0,79
172.23.96.23_10.32.1.205,0,57
172.23.96.25_10.32.0.208,0,45
172.23.96.28_10.32.1.202,0,44
172.23.96.29_10.32.1.204,0,48
172.23.97.110_10.32.0.207,0,22
172.23.97.111_10.32.0.205,0,15
172.23.97.112_10.32.0.206,0,11
172.23.97.115_10.32.0.203,0,31
172.23.97.115_10.32.0.210,0,15
172.23.97.2_10.32.0.204,0,25
172.23.97.60_10.32.1.204,0,16
172.23.97.64_10.32.0.210,0,35
172.23.97.65_10.32.0.205,0,23
172.23.97.65_10.32.0.208,0,19
172.23.97.66_10.32.0.204,0,14
172.23.97.67_10.32.0.206,0,16
172.23.97.69_10.32.0.201,0,17
172.23.97.6_10.32.1.204,0,22
172.23.97.7_10.32.0.100,0,2293
172.23.97.7_10.32.0.203,0,25
172.23.98.105_10.32.0.205,0,41
172.23.98.106_10.32.1.203,0,34
172.23.98.107_10.32.1.203,0,30
172.23.98.190_10.32.0.208,0,46
172.23.98.191_10.32.0.206,0,43
172.23.98.192_10.32.0.208,0,28
172.23.98.192_10.32.1.202,0,46
172.23.98.193_10.32.1.206,0,48
172.23.98.195_10.32.0.203,0,54
172.23.98.197_10.32.1.202,0,42
172.23.98.214_10.32.0.208,0,38
172.23.98.63_10.32.1.202,0,38
172.23.98.65_10.32.0.202,0,58
172.23.98.65_10.32.0.204,0,39
172.23.98.65_10.32.0.206,0,31
172.23.98.66_10.32.0.206,0,29
172.23.98.67_10.32.0.209,0,49
172.23.98.67_10.32.1.205,0,40
172.23.98.69_10.32.0.205,0,37
172.23.99.190_10.32.0.202,0,30
172.23.99.191_10.32.0.204,0,33
172.23.99.194_10.32.0.202,0,33
172.23.99.194_10.32.0.205,0,37
172.23.99.194_10.32.1.205,0,38
172.23.99.197_10.32.0.100,0,4669
172.23.99.197_10.32.0.210,0,37
172.23.99.200_10.32.0.209,0,52
172.23.99.200_10.32.1.203,0,24
172.23.99.201_10.32.0.210,0,43
172.23.99.203_10.32.0.201,0,40
172.23.99.203_10.32.1.204,0,48
172.23.99.203_10.32.1.205,0,28
172.23.99.204_10.32.0.206,0,54
172.23.99.205_10.32.0.207,0,46
172.23.99.208_10.32.0.204,0,61
172.23.99.208_10.32.0.209,0,59
172.23.99.33_10.32.0.203,0,53
172.23.99.35_10.32.0.202,0,38
172.23.99.35_10.32.0.210,0,56
172.23.99.37_10.32.0.204,0,49
172.23.99.37_10.32.0.206,0,36
172.23.99.39_10.32.0.208,0,48
172.28.29.0_10.32.0.205,0,440
172.28.29.173_10.32.0.205,0,304
172.28.29.173_10.32.1.204,0,487
172.28.29.174_10.32.1.201,0,463
172.28.29.175_10.32.0.201,0,604
172.28.29.178_10.32.1.202,0,697
172.28.29.178_10.32.1.206,0,409
172.28.29.20_10.32.0.201,0,235
172.28.29.20_10.32.1.202,0,447
172.28.29.21_10.32.1.206,0,260
172.28.29.23_10.32.0.202,0,603
172.28.29.23_10.32.1.203,0,470
172.28.29.24_10.32.1.206,0,491
172.28.29.27_10.32.0.201,0,555
172.28.29.29_10.32.0.100,0,12503
172.28.29.29_10.32.1.204,0,286
172.28.29.3_10.32.0.206,0,328
172.28.29.6_10.32.0.204,0,335
172.28.29.9_10.32.0.205,0,280
10.32.0.100_172.28.29.23,0,0
10.32.0.100_172.28.29.25,0,0
10.32.0.100_172.28.29.3,0,0
10.32.0.201_172.28.29.27,0,0
10.32.0.204_172.28.29.21,0,0
10.32.0.204_172.28.29.25,0,0
10.32.0.204_172.28.29.7,0,0
10.32.0.205_172.28.29.172,0,0
10.32.0.205_172.28.29.6,0,0
10.32.0.206_172.28.29.25,0,0
10.32.0.206_172.28.29.78,0,0
10.32.0.206_172.28.29.8,0,0
10.32.0.209_172.28.29.171,0,0
10.32.0.209_172.28.29.174,0,0
10.32.0.209_172.28.29.78,0,0
10.32.1.201_172.28.29.173,0,0
10.32.1.201_172.28.29.9,0,0
10.32.1.202_10.32.0.1,0,0
10.32.1.203_172.28.29.177,0,0
10.32.1.203_172.28.29.24,0,0
10.32.1.206_172.28.29.20,0,0
10.32.5.52_10.32.0.1,0,0
172.23.0.109_10.32.5.59,0,287
172.23.10.110_10.32.0.206,0,61
172.23.10.199_10.32.0.202,0,95
172.23.10.204_10.32.0.202,0,113
172.23.10.208_10.32.0.206,0,90
172.23.10.209_10.32.0.100,0,1341
172.23.10.47_10.32.0.205,0,69
172.23.10.48_10.32.0.100,0,1339
172.23.100.130_10.32.0.207,0,57
172.23.100.130_10.32.0.209,0,56
172.23.100.131_10.32.0.206,0,43
172.23.100.135_10.32.0.209,0,62
172.23.100.136_10.32.0.206,0,45
172.23.100.137_10.32.0.207,0,34
172.23.100.139_10.32.0.201,0,53
172.23.100.222_10.32.1.201,0,41
172.23.100.223_10.32.0.203,0,49
172.23.100.226_10.32.0.206,0,48
172.23.100.227_10.32.0.207,0,32
172.23.100.229_10.32.0.207,0,35
172.23.100.229_10.32.0.209,0,24
172.23.100.229_10.32.1.203,0,53
172.23.100.53_10.32.0.208,0,49
172.23.100.53_10.32.1.206,0,48
172.23.100.54_10.32.1.204,0,57
172.23.100.56_10.32.1.206,0,37
172.23.100.58_10.32.0.206,0,41
