Destination service,count
19319_tcp,1
19343_tcp,1
1936_tcp,5
1942_tcp,4
19597_tcp,1
19684_tcp,1
1989_tcp,3
20048_tcp,1
20100_tcp,1
20122_tcp,1
20360_tcp,1
2064_tcp,3
20762_tcp,1
20943_tcp,1
2101_tcp,4
21095_tcp,1
2128_tcp,2
2130_tcp,1
21344_tcp,1
2170_tcp,4
21984_tcp,1
2201_tcp,4
22050_tcp,1
2250_tcp,4
22548_tcp,1
22563_tcp,1
22700_tcp,1
2275_tcp,6
2287_tcp,2
2288_tcp,4
23069_tcp,1
23326_tcp,1
2334_tcp,3
23360_tcp,1
23457_tcp,1
2358_tcp,2
2370_tcp,1
23836_tcp,1
2387_tcp,4
24020_tcp,1
2404_tcp,1
24200_tcp,1
2428_tcp,2
24298_tcp,1
2433_tcp,4
24461_tcp,1
2462_tcp,4
24680_tcp,1
24683_tcp,1
24685_tcp,1
24715_tcp,1
24935_tcp,1
25041_tcp,1
25210_tcp,1
2531_tcp,5
25338_tcp,1
25375_tcp,1
25462_tcp,1
25575_tcp,1
25725_tcp,1
26226_tcp,2
2630_tcp,3
2643_tcp,3
2674_tcp,3
26844_tcp,1
27035_tcp,1
27146_tcp,1
27170_tcp,1
27217_tcp,2
2727_tcp,1
27363_tcp,1
27544_tcp,4
27591_tcp,1
27693_tcp,1
28007_tcp,1
28108_tcp,1
2824_tcp,1
28307_tcp,1
28333_tcp,1
2866_tcp,3
28730_tcp,1
28822_tcp,1
28828_tcp,1
28890_tcp,1
28954_tcp,1
29022_tcp,1
2902_tcp,3
29035_tcp,1
2903_tcp,4
29119_tcp,1
29311_tcp,1
29535_tcp,1
29566_tcp,1
29589_tcp,1
2959_tcp,4
29816_tcp,1
3014_tcp,4
30254_tcp,1
30337_tcp,1
30567_tcp,1
30690_tcp,1
30731_tcp,1
30826_tcp,1
31052_tcp,1
31138_tcp,1
31190_tcp,1
3120_tcp,5
3126_tcp,4
31380_tcp,1
3147_tcp,2
3151_tcp,6
3159_tcp,1
3161_tcp,1
31658_tcp,1
31663_tcp,1
3185_tcp,4
31864_tcp,1
3191_tcp,3
32072_tcp,1
3207_tcp,2
32117_tcp,1
32119_tcp,1
32208_tcp,1
3225_tcp,1
3226_tcp,1
3238_tcp,2
3254_tcp,4
32642_tcp,1
32649_tcp,1
32748_tcp,1
3276_tcp,3
32862_tcp,1
32944_tcp,3
32955_tcp,1
33175_tcp,1
33193_tcp,2
3324_tcp,3
33345_tcp,1
33501_tcp,1
3354_tcp,2
33581_tcp,1
3358_tcp,2
33604_tcp,1
33605_tcp,1
33868_tcp,1
33914_tcp,1
33966_tcp,1
3427_tcp,3
34324_tcp,2
34466_tcp,1
3449_tcp,2
3460_tcp,2
34619_tcp,1
3481_tcp,3
34897_tcp,1
35004_tcp,1
35352_tcp,1
3550_tcp,2
35708_tcp,1
35838_tcp,1
35969_tcp,1
36266_tcp,1
3630_tcp,3
3637_tcp,4
3643_tcp,1
36491_tcp,1
36620_tcp,1
36644_tcp,1
3675_tcp,1
3684_tcp,2
37113_tcp,1
37208_tcp,1
3735_tcp,1
37522_tcp,1
37608_tcp,1
3765_tcp,4
3777_tcp,1
37810_tcp,1
3784_tcp,1
38013_tcp,1
3805_tcp,1
38115_tcp,1
38154_tcp,1
3815_tcp,3
3819_tcp,1
38466_tcp,1
38511_tcp,1
3863_tcp,3
3871_tcp,3
39020_tcp,1
3927_tcp,3
3937_tcp,2
39453_tcp,1
39464_tcp,1
3949_tcp,1
39563_tcp,1
39650_tcp,1
39746_tcp,1
39844_tcp,1
39853_tcp,1
39944_tcp,1
4003_tcp,1
40073_tcp,1
4029_tcp,2
4037_tcp,1
40513_tcp,1
40710_tcp,1
40741_tcp,1
40853_tcp,1
4094_tcp,3
41074_tcp,1
4124_tcp,4
41288_tcp,1
41434_tcp,1
4146_tcp,1
41474_tcp,2
4162_tcp,2
41664_tcp,1
4174_tcp,3
41820_tcp,1
41966_tcp,1
41978_tcp,1
4200_tcp,3
42059_tcp,1
42144_tcp,1
42244_tcp,1
42593_tcp,1
4265_tcp,3
4269_tcp,3
43019_tcp,1
43075_tcp,1
4325_tcp,5
43373_tcp,1
43564_tcp,1
44065_tcp,1
4414_tcp,2
44166_tcp,1
44271_tcp,1
44295_tcp,1
44321_tcp,1
4445_tcp,3
4448_tcp,2
4452_tcp,2
44544_tcp,1
44860_tcp,1
4487_tcp,2
44990_tcp,1
45270_tcp,1
45294_tcp,1
45310_tcp,2
45351_tcp,1
4535_tcp,2
45598_tcp,1
45852_tcp,1
46122_tcp,1
4612_tcp,3
46165_tcp,1
4622_tcp,1
4625_tcp,4
46427_tcp,1
4647_tcp,3
4658_tcp,3
46689_tcp,1
46720_tcp,1
4677_tcp,2
46818_tcp,2
46889_udp,10
4689_tcp,2
47030_tcp,1
47117_tcp,1
47343_tcp,1
47380_tcp,1
47549_tcp,1
47707_tcp,1
4771_tcp,1
47881_tcp,1
47898_tcp,1
48103_tcp,1
48346_tcp,1
4842_tcp,3
4844_tcp,3
4850_tcp,3
48538_tcp,1
48811_tcp,1
4907_tcp,4
4931_tcp,2
49405_tcp,2
49406_tcp,1
4954_tcp,2
49586_tcp,1
49589_tcp,1
4971_tcp,2
49969_tcp,1
50054_tcp,1
50457_tcp,1
50562_tcp,1
50572_tcp,2
50607_tcp,1
50687_tcp,1
50796_tcp,1
5087_tcp,1
50909_tcp,2
51270_tcp,1
51761_tcp,3
51882_tcp,1
51917_tcp,1
51969_tcp,1
52096_tcp,1
52184_tcp,1
52499_tcp,1
52621_tcp,1
52680_tcp,1
52731_tcp,1
53090_tcp,1
5334_tcp,2
53592_tcp,1
53636_tcp,1
53920_tcp,1
54062_tcp,3
54138_tcp,1
54383_tcp,1
54496_tcp,1
54520_tcp,1
54817_tcp,1
55183_tcp,1
55193_tcp,1
55635_tcp,1
55763_tcp,1
56039_tcp,1
56264_tcp,1
56315_tcp,1
56442_tcp,1
5679_tcp,2
56945_tcp,1
5717_tcp,1
57198_tcp,1
57215_tcp,1
57342_tcp,1
58023_tcp,1
58081_tcp,1
58137_tcp,1
58241_tcp,1
58584_tcp,1
58648_tcp,1
58746_tcp,1
5876_tcp,1
59297_tcp,1
59426_tcp,1
59443_tcp,1
59596_tcp,1
59738_tcp,2
59871_tcp,2
60083_tcp,2
60312_tcp,1
6037_tcp,1
60477_tcp,1
60617_tcp,1
6061_tcp,1
60799_tcp,1
6084_tcp,3
61241_tcp,1
61602_tcp,1
6168_tcp,1
62161_tcp,1
62197_tcp,1
62548_tcp,1
62637_tcp,1
62735_tcp,1
62768_tcp,1
62824_tcp,1
6292_tcp,1
6321_tcp,1
63356_tcp,1
63441_tcp,1
63536_tcp,1
63705_tcp,2
63791_tcp,1
63895_tcp,1
63954_tcp,1
64063_tcp,1
64310_tcp,1
64376_tcp,1
64529_tcp,1
6475_tcp,1
64956_tcp,1
65109_tcp,1
65135_tcp,1
6513_tcp,1
65223_tcp,1
65352_tcp,1
65391_tcp,1
6765_tcp,1
6810_tcp,1
6940_tcp,1
7044_tcp,1
7351_tcp,1
7542_tcp,1
7856_tcp,1
7920_tcp,1
7969_tcp,1
8100_tcp,1
8588_tcp,1
8668_tcp,1
9017_tcp,1
9037_tcp,1
9167_tcp,1
9385_tcp,1
9514_tcp,1
9528_tcp,1
9947_tcp,2
https,38
ingreslock,1
10039_tcp,1
10316_tcp,1
10340_tcp,1
10517_tcp,1
10623_tcp,1
10681_tcp,1
1075_tcp,4
10873_tcp,1
1099_tcp,2
11058_tcp,1
11467_tcp,1
1164_tcp,4
11663_tcp,1
1178_tcp,3
1181_tcp,4
1203_tcp,2
12095_tcp,1
12657_tcp,1
1266_tcp,2
1268_tcp,2
12828_tcp,1
12864_tcp,1
12968_tcp,1
13112_tcp,1
1319_tcp,4
13228_tcp,1
13233_tcp,1
1387_tcp,2
14051_tcp,1
14064_tcp,3
14147_tcp,1
1425_tcp,3
14363_tcp,1
14403_tcp,1
14423_tcp,1
1442_tcp,4
1452_tcp,5
14563_tcp,1
14934_tcp,1
15091_tcp,2
15105_tcp,1
15119_tcp,1
15286_tcp,1
1540_tcp,5
1542_tcp,3
1554_tcp,3
15597_tcp,1
1559_tcp,5
16102_tcp,1
16302_tcp,1
1649_tcp,5
1654_tcp,3
16657_tcp,1
16875_tcp,1
1709_tcp,1
17260_tcp,1
17293_tcp,1
1729_tcp,5
17731_tcp,1
1773_tcp,2
18075_tcp,1
18121_tcp,2
1813_tcp,3
18142_tcp,1
18272_tcp,1
18335_tcp,1
1838_tcp,2
1840_tcp,5
18643_tcp,1
18786_tcp,1
1914_tcp,2
19191_tcp,1
19264_tcp,1
19310_tcp,2
19350_tcp,1
19427_tcp,2
19738_tcp,1
1980_tcp,2
19870_tcp,1
19923_tcp,1
2018_tcp,4
2023_tcp,5
20240_tcp,1
2042_tcp,4
20513_tcp,1
2059_tcp,2
20739_tcp,1
20833_tcp,2
21068_tcp,1
2134_tcp,2
21695_tcp,1
21725_tcp,1
21844_tcp,1
2185_tcp,5
2216_tcp,3
2229_tcp,2
2241_tcp,5
22696_tcp,1
2271_tcp,5
2284_tcp,1
22910_tcp,1
2297_tcp,4
2306_tcp,4
23141_tcp,1
23209_tcp,1
23235_tcp,1
2327_tcp,3
2328_tcp,2
23299_tcp,1
2335_tcp,1
2341_tcp,1
23506_tcp,1
23537_tcp,1
23636_tcp,1
23657_tcp,1
23701_tcp,1
23745_tcp,1
23880_tcp,1
2401_tcp,4
24151_udp,2
24224_tcp,1
2422_tcp,2
2452_tcp,2
24574_tcp,1
2486_tcp,1
2488_tcp,3
25131_tcp,1
2514_tcp,4
25242_tcp,1
2536_tcp,3
25500_tcp,1
25560_tcp,1
25694_tcp,1
2578_tcp,5
2584_tcp,4
25901_tcp,1
2594_tcp,2
2602_tcp,2
2611_tcp,3
26777_tcp,1
26935_tcp,1
2709_tcp,2
27133_tcp,1
27164_tcp,1
27225_tcp,1
27470_tcp,1
27487_tcp,1
2751_tcp,2
2760_tcp,3
2764_tcp,4
27835_tcp,1
27872_tcp,1
27904_tcp,1
27919_tcp,1
27926_tcp,1
28124_tcp,1
28228_tcp,1
2842_tcp,2
28456_tcp,1
28563_tcp,1
28725_tcp,2
2876_tcp,4
28810_tcp,1
28844_tcp,1
29102_tcp,1
2917_tcp,4
29245_tcp,1
2932_tcp,4
2936_tcp,3
2941_tcp,6
29515_tcp,1
2953_tcp,5
29650_tcp,1
2965_tcp,4
2967_tcp,3
29766_tcp,1
29771_tcp,1
29786_tcp,1
2981_tcp,3
3000_tcp,1
30036_tcp,1
30214_tcp,1
30407_tcp,1
30460_tcp,1
30498_tcp,1
3057_tcp,2
30656_tcp,1
3084_tcp,1
3099_tcp,4
3107_tcp,3
3111_tcp,2
3127_tcp,2
31471_tcp,1
31634_tcp,1
3164_tcp,2
3173_tcp,4
31854_tcp,1
31945_tcp,1
32098_tcp,1
32129_tcp,1
3215_tcp,1
3227_tcp,2
32379_tcp,2
32502_tcp,1
3257_tcp,4
3282_tcp,1
33336_tcp,1
33369_tcp,1
3344_tcp,1
33695_tcp,1
33818_tcp,1
3383_tcp,2
33851_tcp,1
3392_tcp,3
34054_tcp,1
3407_tcp,4
34151_tcp,1
3420_tcp,3
3423_tcp,4
3424_tcp,2
3435_tcp,3
34422_tcp,1
3452_udp,2
34588_tcp,2
3479_tcp,1
34843_tcp,2
3487_tcp,2
3492_tcp,3
34996_tcp,1
3517_tcp,1
3520_tcp,2
3523_tcp,2
35240_tcp,1
3524_tcp,3
3533_tcp,2
35347_tcp,1
3556_tcp,2
3559_tcp,2
35602_tcp,1
35683_tcp,1
35707_udp,2
35726_tcp,1
3591_tcp,1
3599_tcp,3
3605_tcp,2
36061_tcp,1
3618_tcp,3
3619_tcp,2
36350_tcp,1
36393_tcp,1
3654_tcp,3
36679_tcp,1
36680_tcp,1
36692_tcp,1
3690_tcp,2
36918_tcp,1
36921_tcp,1
36976_tcp,1
3714_tcp,3
3728_tcp,3
37392_tcp,1
37469_tcp,1
37846_tcp,1
3785_tcp,3
37878_tcp,1
3796_tcp,1
38315_tcp,1
38329_tcp,1
38343_tcp,2
38462_tcp,1
38463_tcp,1
38573_tcp,1
38581_tcp,1
3858_tcp,1
38755_tcp,1
3879_tcp,2
38857_tcp,1
38906_tcp,1
39086_tcp,1
39366_tcp,1
39598_tcp,1
3959_tcp,2
39715_tcp,1
40082_tcp,1
40238_tcp,1
40416_tcp,1
40428_tcp,1
40476_tcp,1
4077_tcp,5
40873_tcp,1
40895_tcp,1
4097_tcp,4
41023_tcp,1
4114_tcp,3
4116_tcp,1
41470_tcp,1
41686_tcp,1
42076_tcp,2
4208_tcp,3
4213_tcp,3
42226_tcp,1
42314_tcp,1
4234_tcp,2
4240_tcp,1
42503_tcp,1
4251_tcp,4
4255_tcp,2
42629_tcp,1
42883_tcp,1
4303_tcp,4
4305_tcp,2
43065_tcp,1
43263_tcp,1
43276_tcp,1
43341_tcp,1
4350_tcp,2
43568_tcp,1
43630_tcp,1
4410_tcp,4
44160_tcp,1
44328_tcp,1
44390_tcp,1
44476_tcp,1
4453_tcp,2
44589_tcp,1
44734_tcp,1
44898_tcp,1
45067_tcp,1
45571_tcp,1
4557_tcp,5
45592_tcp,1
45628_tcp,1
45722_tcp,1
4575_tcp,3
45841_tcp,3
4589_tcp,2
45918_tcp,1
45947_tcp,1
4605_tcp,3
46132_tcp,1
4626_tcp,2
4629_tcp,3
46440_tcp,2
4665_tcp,3
46954_tcp,1
4722_tcp,4
47252_tcp,1
4736_tcp,2
47461_tcp,1
48073_tcp,1
48134_tcp,1
48243_tcp,1
4833_tcp,4
48360_tcp,1
4858_tcp,1
4861_tcp,4
49026_tcp,1
4902_tcp,2
49156_tcp,1
49176_tcp,2
4943_tcp,1
49545_tcp,1
49596_tcp,1
49615_tcp,1
4964_tcp,1
49808_tcp,1
5023_tcp,1
50365_udp,10
50421_tcp,1
50705_tcp,1
51128_tcp,1
51172_tcp,1
51232_tcp,1
51349_tcp,1
51375_tcp,1
51680_tcp,1
51682_tcp,1
51858_tcp,1
52066_tcp,1
5206_tcp,1
52161_tcp,1
52212_tcp,1
52463_tcp,1
52735_tcp,1
52802_tcp,1
53269_tcp,1
53292_tcp,1
53725_tcp,1
54017_tcp,1
54060_tcp,1
54284_tcp,1
54307_tcp,1
54324_tcp,1
54702_tcp,1
5470_tcp,1
55067_tcp,1
55280_tcp,2
55351_tcp,1
55421_tcp,1
55461_tcp,2
5558_tcp,1
55682_tcp,1
55692_tcp,1
55715_tcp,1
55928_tcp,1
55938_tcp,1
55978_tcp,1
56298_tcp,1
56366_tcp,1
56406_tcp,1
56612_tcp,1
56717_tcp,1
56931_tcp,2
56949_tcp,1
57268_tcp,1
5746_tcp,1
57510_tcp,2
57539_tcp,1
57852_tcp,1
57941_tcp,1
57960_tcp,1
58101_tcp,1
58142_tcp,2
58407_tcp,1
59074_tcp,1
59233_tcp,1
59292_tcp,1
59304_tcp,1
5932_tcp,1
59521_tcp,1
59705_tcp,1
59768_tcp,1
59842_tcp,1
59984_tcp,1
60416_tcp,1
60691_tcp,1
60742_tcp,1
60806_tcp,1
60899_tcp,1
61006_tcp,1
61066_tcp,1
61081_tcp,1
6130_tcp,1
61427_tcp,1
61504_tcp,2
61646_tcp,1
61812_tcp,1
62130_tcp,1
62410_tcp,1
62982_tcp,1
63030_tcp,2
63646_tcp,1
63728_tcp,1
63747_tcp,1
63822_tcp,1
63940_tcp,1
64152_tcp,1
64180_tcp,1
6441_tcp,1
64458_tcp,1
64494_tcp,1
6462_tcp,1
64736_tcp,1
64758_tcp,1
64872_tcp,1
65302_tcp,1
65478_tcp,1
6700_tcp,1
6918_tcp,2
7067_tcp,1
7640_tcp,1
7681_tcp,2
9476_tcp,2
9585_tcp,1
10064_tcp,1
10645_tcp,1
1097_tcp,1
10984_tcp,1
10986_tcp,1
1131_tcp,2
11367_tcp,2
1142_tcp,4
11438_tcp,1
11455_tcp,1
11518_tcp,1
11523_tcp,1
1155_tcp,2
1161_tcp,1
11674_tcp,1
11980_tcp,1
1201_tcp,3
1211_tcp,2
12245_tcp,1
12487_tcp,1
12560_tcp,1
12566_tcp,1
12939_tcp,1
13425_tcp,1
13506_tcp,1
1361_tcp,2
13638_tcp,1
13651_tcp,2
13686_tcp,2
13765_tcp,1
1380_tcp,4
1385_tcp,1
13918_tcp,1
1393_tcp,2
14034_tcp,1
14225_tcp,1
14262_tcp,1
1435_tcp,8
14365_tcp,1
14559_tcp,1
1463_tcp,2
1471_tcp,4
1475_tcp,6
1482_tcp,1
14863_tcp,1
14917_tcp,1
14945_tcp,1
15269_tcp,1
1530_tcp,5
1556_tcp,2
1573_tcp,3
15816_tcp,1
15827_tcp,1
16042_tcp,1
1607_tcp,5
1620_tcp,6
1624_tcp,4
16425_tcp,1
16503_tcp,1
17034_tcp,1
1712_tcp,2
1716_tcp,3
17227_tcp,1
1737_tcp,3
1757_tcp,4
17639_tcp,1
1763_tcp,2
17656_tcp,1
17705_tcp,1
17708_tcp,1
17755_tcp,1
1782_tcp,3
1794_tcp,1
18049_tcp,2
18089_tcp,1
1821_tcp,3
1822_tcp,3
18280_tcp,2
18292_tcp,4
1831_tcp,3
18361_tcp,1
1867_tcp,4
1889_tcp,2
19046_tcp,1
19205_tcp,1
19345_tcp,1
1955_tcp,1
19566_tcp,2
1981_tcp,1
19917_tcp,1
19926_tcp,1
2002_tcp,4
2028_tcp,4
2032_tcp,3
2044_tcp,4
2046_tcp,6
20580_tcp,1
2058_tcp,3
2076_tcp,2
2080_tcp,3
2093_tcp,5
2107_tcp,3
2115_tcp,5
21265_tcp,1
2138_tcp,5
2142_tcp,1
2154_tcp,3
2158_tcp,4
2165_tcp,4
2166_tcp,1
22031_tcp,1
2211_tcp,1
22472_tcp,1
22565_tcp,2
22632_tcp,1
22835_tcp,1
22906_tcp,1
22_tcp,534
23005_tcp,1
23035_tcp,1
2309_tcp,3
23208_tcp,1
2340_tcp,5
2366_tcp,5
23929_tcp,1
2399_tcp,1
2400_tcp,2
24038_tcp,1
2408_tcp,2
24241_tcp,1
24266_tcp,1
2431_tcp,1
24334_tcp,2
2458_tcp,6
2467_tcp,3
2475_tcp,3
24819_tcp,1
24845_tcp,1
25140_tcp,1
25253_tcp,1
25431_tcp,1
2547_tcp,3
2554_tcp,3
25584_tcp,1
25632_tcp,2
26006_tcp,1
26192_tcp,2
2631_tcp,2
26441_tcp,1
2650_tcp,3
26644_tcp,1
26810_tcp,1
27056_tcp,1
27068_tcp,1
2731_tcp,2
27675_tcp,1
2769_tcp,1
27841_tcp,1
28006_tcp,1
28086_tcp,1
28101_tcp,1
2812_tcp,1
28597_tcp,1
28811_tcp,2
29072_tcp,1
29129_tcp,1
29232_tcp,1
2952_tcp,2
2977_tcp,1
29780_tcp,1
29854_tcp,2
2993_tcp,3
29985_tcp,1
30051_tcp,1
30299_tcp,1
30354_tcp,1
3035_tcp,4
30380_tcp,1
3041_tcp,3
30608_tcp,1
3062_tcp,2
30733_tcp,1
3090_tcp,2
31188_tcp,1
3139_tcp,5
3141_tcp,3
3142_tcp,3
31598_tcp,1
31716_tcp,1
31736_tcp,1
31840_tcp,1
3186_tcp,13
31896_tcp,1
3203_tcp,2
3218_tcp,5
32293_tcp,1
32321_tcp,1
32333_tcp,1
32396_tcp,1
3247_tcp,2
32637_tcp,1
32874_tcp,1
32920_tcp,1
3306_tcp,2
3309_tcp,1
3312_tcp,1
33198_tcp,1
33295_tcp,1
33320_tcp,1
33450_tcp,1
33561_tcp,1
3356_tcp,4
3357_tcp,1
33601_tcp,1
33667_tcp,1
34004_tcp,1
34198_tcp,1
3421_tcp,5
3445_tcp,1
3472_tcp,4
34747_tcp,1
3483_tcp,1
34896_tcp,1
3494_tcp,2
35011_tcp,1
35131_tcp,1
3515_tcp,4
35233_tcp,1
3525_tcp,1
35431_tcp,1
3557_tcp,1
35618_tcp,1
35647_tcp,1
35676_tcp,1
35689_tcp,1
35985_tcp,1
36014_tcp,1
3632_tcp,3
36450_tcp,1
3656_tcp,1
36615_tcp,1
3661_tcp,1
36711_tcp,1
3679_tcp,2
36812_tcp,1
3688_tcp,4
3700_tcp,1
3726_tcp,2
37338_tcp,1
3741_tcp,3
37774_tcp,1
3789_tcp,1
37919_tcp,1
3801_tcp,2
3810_tcp,1
38267_tcp,1
38323_tcp,1
3846_tcp,2
38613_tcp,1
38725_tcp,2
3877_tcp,2
3880_tcp,3
3906_tcp,4
3907_tcp,3
39360_tcp,1
3950_udp,2
3958_tcp,2
39635_tcp,1
39762_tcp,1
39891_tcp,1
39903_tcp,1
40167_tcp,1
40207_tcp,1
4058_tcp,2
4063_tcp,1
40664_tcp,1
40705_tcp,1
4092_tcp,1
4102_tcp,3
4127_tcp,3
41303_tcp,1
41312_tcp,1
41333_tcp,1
41371_tcp,1
41395_tcp,1
4202_tcp,1
4203_tcp,1
42082_tcp,1
42169_tcp,1
42193_tcp,1
4222_tcp,5
4243_tcp,3
42458_tcp,1
4256_tcp,2
42661_tcp,1
42664_tcp,1
42669_tcp,1
4306_tcp,2
4333_tcp,2
43477_tcp,1
43665_tcp,1
43925_tcp,1
43932_tcp,2
44070_tcp,1
44078_tcp,2
44092_tcp,1
44140_tcp,1
44174_tcp,1
44304_tcp,1
44566_tcp,1
44723_tcp,1
44753_tcp,1
44876_tcp,1
44882_tcp,1
4494_tcp,3
44995_tcp,1
4504_tcp,2
45056_tcp,1
4514_tcp,4
45169_tcp,1
45233_tcp,1
4524_tcp,3
45515_tcp,1
45555_tcp,1
4578_tcp,2
4597_tcp,2
46064_tcp,1
4608_tcp,3
4609_tcp,1
46139_tcp,2
46204_tcp,1
46354_tcp,2
46368_tcp,1
46627_tcp,1
4700_tcp,3
4712_tcp,3
4719_tcp,4
4734_tcp,3
47573_tcp,1
47661_tcp,1
4788_tcp,2
48095_tcp,1
48151_tcp,1
48254_tcp,1
4831_tcp,4
48460_tcp,1
4853_tcp,2
4866_tcp,1
48693_tcp,1
4869_tcp,4
4893_tcp,2
48962_tcp,1
48977_tcp,1
4920_tcp,2
49429_tcp,1
49466_tcp,1
4961_tcp,2
4970_tcp,4
49801_tcp,2
49844_tcp,1
49876_tcp,1
49905_tcp,2
49951_tcp,1
4995_tcp,2
5000_tcp,1
50350_tcp,1
5040_tcp,1
50495_tcp,1
50654_tcp,1
50691_tcp,1
50803_tcp,1
50951_tcp,1
50962_tcp,1
51074_tcp,1
51161_tcp,1
51230_tcp,1
51275_tcp,1
51423_tcp,1
5146_tcp,1
51637_tcp,1
51756_tcp,1
51842_tcp,1
51973_tcp,1
51982_tcp,1
5198_tcp,1
52046_tcp,1
5208_tcp,1
52185_tcp,1
52389_tcp,2
52497_tcp,1
52501_tcp,1
52562_tcp,1
52610_tcp,1
52853_tcp,1
52868_tcp,1
52887_tcp,1
52993_tcp,1
53049_tcp,1
53322_tcp,2
53350_tcp,1
53421_tcp,1
53556_tcp,1
53567_tcp,1
53606_tcp,1
53733_tcp,1
53758_tcp,1
53979_tcp,1
53980_tcp,1
54168_tcp,2
54214_tcp,1
54323_tcp,1
54407_tcp,1
54511_tcp,1
54945_tcp,1
5494_tcp,1
5495_tcp,1
55638_tcp,1
55722_tcp,1
55881_tcp,1
55946_tcp,1
56030_tcp,1
56079_tcp,1
56232_tcp,1
56425_tcp,1
56465_tcp,1
56674_tcp,1
56748_tcp,1
56839_tcp,1
56900_tcp,1
57160_tcp,1
57506_tcp,1
57799_tcp,1
58103_tcp,1
58189_tcp,1
58270_tcp,1
58888_tcp,1
58903_tcp,1
59035_tcp,1
59228_tcp,1
59230_tcp,1
59248_tcp,1
59327_tcp,1
59551_tcp,1
5979_tcp,1
59805_tcp,1
59976_tcp,1
59994_tcp,1
60153_tcp,1
60347_tcp,1
60360_tcp,1
60451_tcp,1
60845_tcp,1
61133_tcp,1
6113_tcp,2
6117_tcp,1
6119_tcp,1
61513_tcp,1
6161_tcp,1
6162_tcp,1
61816_tcp,1
61860_tcp,1
62030_tcp,2
62048_tcp,1
62098_tcp,1
62109_tcp,1
62181_tcp,1
62314_tcp,1
62316_tcp,1
62359_tcp,2
62444_tcp,1
62566_tcp,1
62720_tcp,1
62902_tcp,1
62972_tcp,1
63088_tcp,1
63329_tcp,1
63420_tcp,1
6345_tcp,1
6351_tcp,1
63541_tcp,2
63714_tcp,1
63842_tcp,2
63975_tcp,1
64116_tcp,1
64246_tcp,1
64541_tcp,2
64659_tcp,1
64773_tcp,1
64865_tcp,1
65161_tcp,1
65193_tcp,1
65307_tcp,1
65384_tcp,1
65468_tcp,1
6578_tcp,1
6936_tcp,1
6993_tcp,1
7241_tcp,1
7721_tcp,1
7848_tcp,1
7937_tcp,1
8363_tcp,1
8423_tcp,2
8557_tcp,2
8592_tcp,1
8628_tcp,1
8693_tcp,1
8763_tcp,1
9011_tcp,1
9101_tcp,1
9517_tcp,1
9608_tcp,1
9744_tcp,1
9777_tcp,1
10020_tcp,1
1032_tcp,5
10331_tcp,1
1041_tcp,4
1054_tcp,3
10597_tcp,1
10682_tcp,1
1069_tcp,3
10738_tcp,1
10808_tcp,1
1095_tcp,4
1098_tcp,1
11039_tcp,1
11239_tcp,1
11271_tcp,1
1139_tcp,1
11462_tcp,2
11610_tcp,1
11623_tcp,1
11785_tcp,1
1191_tcp,3
1199_tcp,3
12107_tcp,1
1213_tcp,3
12146_tcp,1
12191_tcp,1
12354_tcp,2
1255_tcp,4
1279_tcp,4
12826_tcp,2
1283_tcp,4
1284_tcp,5
12922_tcp,1
1293_tcp,4
1296_tcp,5
1313_tcp,5
13230_tcp,1
1330_tcp,4
13331_tcp,1
13568_tcp,1
1389_udp,10
14062_tcp,1
14078_tcp,1
14516_tcp,1
14547_tcp,1
14994_tcp,1
15558_tcp,1
15587_tcp,1
1560_tcp,2
15735_tcp,1
15795_tcp,1
1586_tcp,3
1599_tcp,6
16062_tcp,1
1617_tcp,3
1618_tcp,4
16318_tcp,1
16371_tcp,1
1641_tcp,3
1648_tcp,3
1661_tcp,3
1663_tcp,3
1665_tcp,4
16680_tcp,1
1670_tcp,3
1683_tcp,4
1690_tcp,7
16971_tcp,2
17091_tcp,1
1714_tcp,1
17167_tcp,1
17208_tcp,1
1721_tcp,4
17320_tcp,1
17341_tcp,1
1734_tcp,2
17404_tcp,1
1743_tcp,3
17550_tcp,1
17561_tcp,1
1783_tcp,3
1785_tcp,2
1787_tcp,1
18167_tcp,1
1818_tcp,3
18320_tcp,1
18431_tcp,1
1857_tcp,6
18738_tcp,1
18929_tcp,1
18949_tcp,1
19027_tcp,1
19028_tcp,1
1913_tcp,3
1919_tcp,4
19276_tcp,1
1935_tcp,3
19463_tcp,1
19614_tcp,1
1971_tcp,5
19910_tcp,1
19989_tcp,1
20054_tcp,2
2030_tcp,1
2035_tcp,3
2039_tcp,4
20441_tcp,1
2062_tcp,4
2074_tcp,4
20802_tcp,1
20906_tcp,1
20945_tcp,1
2104_tcp,2
21078_tcp,1
21230_tcp,1
21247_tcp,1
21386_tcp,2
21668_tcp,1
21696_tcp,1
2171_tcp,4
2186_tcp,3
21930_tcp,1
22116_tcp,2
22169_tcp,1
22254_tcp,3
2247_tcp,3
2252_tcp,4
22810_tcp,1
2290_tcp,2
22980_tcp,1
2310_tcp,5
23122_tcp,1
23130_tcp,1
2313_tcp,2
23201_tcp,1
2339_tcp,5
2352_tcp,1
23626_tcp,1
2368_tcp,2
23711_tcp,1
23958_tcp,1
24032_tcp,1
2413_tcp,4
24381_tcp,1
24403_tcp,1
24437_tcp,1
2450_tcp,4
2487_tcp,4
2489_tcp,3
2499_tcp,5
2504_tcp,1
2510_tcp,5
25156_tcp,1
2520_tcp,4
25286_tcp,1
25355_tcp,1
